Result,DF URL,Original URL,Title,Last Valid Web Archive URL,Redirect URL,Redirect Count,Response Code
Reachable,http://daringfireball.net/linked/2016/02/04/maynor-atlanta,http://fusion.net/story/261629/find-my-phone-apps-mistakenly-lead-to-atlanta-home/,Update on That Atlanta House Where Dozens of Missing Phones Think They Are,,,,200
Redirected,http://daringfireball.net/linked/2016/02/04/wilson-uber,http://www.businessinsider.com/fred-wilson-criticizes-uber-ceo-travis-kalanick-for-waiting-to-ipo-2016-2,Fred Wilson Criticizes Uber CEO Travis Kalanick for Waiting to IPO,,http://uk.businessinsider.com/fred-wilson-criticizes-uber-ceo-travis-kalanick-for-waiting-to-ipo-2016-2?r=US&IR=T,,
Reachable,http://daringfireball.net/linked/2016/02/04/cook-town-hall,http://9to5mac.com/2016/02/04/tim-cook-india-iphone-apple-watch-android/,Tim Cook Holds Company-Wide Town Hall,,,,200
Reachable,http://daringfireball.net/linked/2016/02/04/horace-and-pete-five-bucks,https://louisck.net/news/about-horace-and-pete,Louis C.K. on Why He Charged $5 for the First Episode of ‘Horace and Pete’,,,,200
Redirected,http://daringfireball.net/linked/2016/02/04/amazon-retail,http://recode.net/2016/02/03/meet-the-guy-behind-amazons-secret-retail-store-plans/?utm_source=nextdraft&utm_medium=email,Amazon’s Retail Store Plans Go Beyond Books,,http://www.recode.net/2016/2/3/11587530/meet-the-guy-behind-amazons-secret-retail-store-plans,,
Reachable,http://daringfireball.net/linked/2016/02/04/yours-truly-on-tomorrow,https://soundcloud.com/tomorrowpodcast/episode-39-john-gruber-crashes-his-tesla-into-your-heart,Yours Truly on Josh Topolsky’s ‘Tomorrow’ Podcast,,,,200
Reachable,http://daringfireball.net/linked/2016/02/03/music-memos,http://www.imore.com/music-memos-songwriters-best-friend,Music Memos Is a Songwriter’s Best Friend,,,,200
Reachable,http://daringfireball.net/linked/2016/02/03/mossberg-apple-app-quality,http://www.theverge.com/2016/2/3/10900612/walt-mossberg-apple-iphone-ios-mac-osx-app-problems,Mossberg: Apple’s Apps Need Work,,,,200
Reachable,http://daringfireball.net/linked/2016/02/03/uber-rebrands,https://newsroom.uber.com/celebrating-cities-a-new-look-and-feel-for-uber/,Uber Rebrands,,,,200
Reachable,http://daringfireball.net/linked/2016/02/02/draplin-pretty-much-everything,http://ddcbook.com/,Draplin Design Co.: ‘Pretty Much Everything’,,,,200
Redirected,http://daringfireball.net/linked/2016/02/02/apple-event-march-15,http://www.buzzfeed.com/johnpaczkowski/apple-to-debut-new-ipad-smaller-iphone-at-march-15-event#.ejGn8094e,Apple Press Event: March 15,,https://www.buzzfeed.com/johnpaczkowski/apple-to-debut-new-ipad-smaller-iphone-at-march-15-event,,
Reachable,http://daringfireball.net/linked/2016/02/02/alsop-musk,https://medium.com/@salsop/banned-by-tesla-8d1f3249b9fb,The Imperious Elon Musk,,,,200
Reachable,http://daringfireball.net/linked/2016/02/02/the-intercept,https://theintercept.com/2016/02/02/a-note-to-readers/,Reporting Scandal at The Intercept,,,,200
Reachable,http://daringfireball.net/linked/2016/02/02/macrumors-iphone-7-rumors,http://www.macrumors.com/2016/02/02/iphone-7-flush-camera-no-bands/,MacRumors Scoop on iPhone 7 Design,,,,200
Reachable,http://daringfireball.net/linked/2016/02/02/lg-super-bowl-ad,http://www.theverge.com/2016/2/1/10884990/lg-liam-neeson-super-bowl-ad,LG’s First-Ever Super Bowl Ad,,,,200
Reachable,http://daringfireball.net/linked/2016/02/01/aapl-ev,https://kirkburgess.wordpress.com/2016/02/01/apple-inc-going-for-free-within-8-years/,On Apple’s Share Price,,,,200
Reachable,http://daringfireball.net/linked/2016/02/01/dookies,http://espn.go.com/mens-college-basketball/story/_/id/14691699/duke-blue-devils-unranked-associated-press-top-25-first-more-eight-years,Duke Unranked in Associated Press Top 25 for First Time in More Than Eight Years,,,,200
Redirected,http://daringfireball.net/linked/2016/02/01/alphabet-market-cap,http://www.bloomberg.com/news/articles/2016-02-01/google-parent-alphabet-s-profit-sales-top-estimates-on-ad-jump,Alphabet Passes Apple as World’s Most Valuable Company,,http://www.bloomberg.com/news/articles/2016-02-02/google-parent-to-overtake-apple-as-world-s-most-valuable-company,,
